Name_updated,Name,Not Available,Citizenship,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,joining_year,no_of_times_on_list,no_of_times_left,no_of_comebacks,longest_time_away,Sector
Li Yong,Li Yong,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Li Yongjun,Li Yongjun,,China,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,
Li Zhaohui,Li Zhaohui,,China,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,2010,1,1,0,0,
Li Zhen,Li Zhen,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,2016,1,1,0,0,
Li Zhenjiang,Li Zhenjiang,,China,NA,NA,NA,NA,X,NA,X,NA,NA,NA,NA,2011,2,2,1,1,
Li Zhongchu,Li Zhongchu,726,China,NA,NA,NA,NA,X,NA,NA,X,X,X,X,2011,5,1,1,2,
Li Zongsong,Li Zongsong,,Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Lia Maria Aguiar,Lia Maria Aguiar,,Brazil,NA,NA,NA,NA,X,X,X,X,X,NA,X,2011,6,1,1,1,
Liang Guangwei,Liang Guangwei,,China,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Liang Qingde,Liang Qingde,,China,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,
Liang Wengen,Liang Wengen,727,China,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Liang Xinjun,Liang Xinjun,728,China,NA,NA,NA,NA,X,NA,X,X,X,X,X,2011,6,1,1,1,
Liang Yunchao,Liang Yunchao,,China,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Liang Zhaoxian,Liang Zhaoxian,,China,NA,NA,NA,NA,NA,X,NA,NA,X,NA,X,2012,3,2,2,2,
Liao Chang,Liao Chang,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Liao Long-Shing,Liao Long-Shing,729,Taiwan,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Lilian Werninghaus,Lilian Werninghaus,,Brazil,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,
Liliane Bettencourt,Liliane Bettencourt,730,France,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Lily Safra,Lily Safra,,Monaco,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Lim Goh Tong,Lim Goh Tong,,Malaysia,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,
Lim Hariyanto Wijaya Sarwono,Lim Hariyanto Wijaya Sarwono,,Indonesia,NA,NA,NA,NA,NA,NA,X,X,NA,NA,NA,2013,2,1,0,0,
Lim Oon Kuin,Lim Oon Kuin,,Singapore,NA,NA,NA,NA,NA,NA,X,X,NA,X,X,2013,4,1,1,1,
Lim Sung-Ki,Lim Sung-Ki,,South Korea,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Lin Bin,Lin Bin,,China,NA,NA,NA,NA,NA,NA,NA,NA,X,X,NA,2015,2,1,0,0,
Lin Congying,Lin Congying,,Hong Kong,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,2012,1,1,0,0,
Lin Jianhua,Lin Jianhua,,China,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Lin Ming-cheng,Lin Ming-cheng,,Taiwan,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,
Lin Ming-Hsiung,Lin Ming-Hsiung,,Taiwan,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Lin Rong San,Lin Rong San,,Taiwan,NA,NA,X,X,X,X,X,X,X,NA,NA,2009,7,1,0,0,
Lin Tianfu,Lin Tianfu,,Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,X,2015,2,1,1,1,
Lin Xiucheng & family,Lin Xiucheng,731,China,NA,NA,NA,X,X,X,NA,X,X,X,X,2010,7,1,1,1,
Lin Yi,Lin Yi,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Lin Yu-lin,Lin Yu-lin,732,Taiwan,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,
Lina Maria Aguiar,Lina Maria Aguiar,,Brazil,NA,NA,NA,NA,X,X,X,X,X,NA,X,2011,6,1,1,1,
Linda Pritzker,Linda Pritzker,,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
