Name_updated,Name,Not Available,Citizenship,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,joining_year,no_of_times_on_list,no_of_times_left,no_of_comebacks,longest_time_away,Sector
Francisco Ivens de Sa Dias Branco,Francisco Ivens de Sa Dias Branco,,Brazil,NA,NA,NA,NA,NA,X,X,X,X,X,NA,2012,5,1,0,0,
Francisco Jose Riberas Mera,Francisco Jose Riberas Mera,,Spain,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,
Francois Pinault,Francois Pinault,548,France,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Frank (Vasile) Timis,Frank (Vasile) Timis,,Romania,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,
Frank Batten Sr,Frank Batten Sr,,United States,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,1,0,0,
Frank Fertitta,"Frank Fertitta, III.",360,United States,NA,X,NA,NA,X,NA,NA,X,X,X,X,2008,6,2,2,2,
Frank Hasenfratz,Frank Hasenfratz,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,
Frank Lowy & family,Frank Lowy,549,Australia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Frank Stronach,Frank Stronach,,Canada,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Frank Wang,Frank Wang,550,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Franklin Booth Jr,Franklin Booth Jr,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Fred Chang,Fred Chang,,United States,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Fred DeLuca,Fred DeLuca,,United States,X,X,X,X,X,X,X,X,X,NA,NA,2007,9,1,0,0,
Frederick Smith,Frederick Smith,144,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Frederik GH Meijer,Frederik GH Meijer,,United States,NA,X,X,X,X,NA,NA,NA,NA,NA,NA,2008,4,1,0,0,
Frederik Paulsen,Frederik Paulsen,551,Sweden,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Fredrik Lundberg,Fredrik Lundberg,552,Sweden,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Friede Springer,Friede Springer,553,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Friederike Braun-Luedicke,Friederike Braun-Luedicke,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Friedhelm Loh,Friedhelm Loh,554,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Friedrich Knapp,Friedrich Knapp,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Frits Goldschmeding,Frits Goldschmeding,555,Netherlands,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Fritz Draexlmaier,Fritz Draexlmaier,,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Fu Guangming,Fu Guangming,,China,NA,NA,NA,X,X,X,X,NA,NA,X,X,2010,6,1,1,2,
Fu Kwan,Fu Kwan,,China,NA,NA,NA,NA,NA,NA,NA,X,NA,X,X,2014,3,1,1,1,
Fu Liquan & family,Fu Liquan,556,China,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Fu Meicheng,Fu Meicheng,,China,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Fu Mingkang,Fu Mingkang,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Fukuzo Iwasaki,Fukuzo Iwasaki,,Japan,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
G. M. Rao,G. M. Rao,,India,NA,X,X,X,X,X,X,NA,NA,NA,NA,2008,6,1,0,0,
G.V. Krishna Reddy,G.V. Krishna Reddy,,India,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,2010,1,1,0,0,
G.V. Prasad,G.V. Prasad,,India,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,
G<e9>rard Louis-Dreyfus,G<e9>rard Louis-Dreyfus,,France,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,
Gabe Newell,Gabe Newell,147,United States,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,
Gabriel Escarrer,Gabriel Escarrer,,Spain,X,X,NA,NA,X,X,X,X,X,X,X,2007,9,1,1,2,
Gabriel Panayotides,Gabriel Panayotides,,Greece,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Gabriele Stoschek,Gabriele Stoschek,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Gail Miller,Gail Miller,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Galen Weston & family,Galen Weston,557,Canada,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Gao Dekang,Gao Dekang,,China,NA,X,NA,X,X,X,X,X,X,X,X,2008,9,1,1,1,
Gao Don,Gao Don,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Gao Tianguo,Gao Tianguo,558,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Garibaldi Thohir,Garibaldi Thohir,,Indonesia,NA,NA,NA,NA,X,X,X,NA,NA,NA,NA,2011,3,1,0,0,
Garrett Camp,Garrett Camp,559,Canada,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Gary Burrell,Gary Burrell,,United States,X,X,NA,X,X,X,X,X,X,NA,NA,2007,8,2,1,1,
Gary Fegel,Gary Fegel,,Switzerland,NA,NA,NA,NA,NA,NA,X,NA,X,X,X,2013,4,1,1,1,
Gary Magness,Gary Magness,,United States,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,
Gary Michelson,Gary Michelson,,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Gary Rollins,Gary Rollins,197,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Gary Wang,Gary Wang,,Taiwan,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,
Gary West,Gary West,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Gautam Adani,Gautam Adani,560,India,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,
Gautam Thapar,Gautam Thapar,,India,NA,X,NA,X,X,X,NA,NA,NA,NA,NA,2008,4,2,1,1,
Gavril Yushvaev,Gavril Yushvaev,,Russia,NA,X,NA,NA,X,X,X,X,X,X,X,2008,8,1,1,2,
Gay Simplot,Gay Simplot,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,2016,1,1,0,0,
Gayle Cook,Gayle Cook,,United States,NA,NA,NA,NA,NA,X,X,X,NA,NA,NA,2012,3,1,0,0,
Geng Jianming,Geng Jianming,,China,NA,X,NA,NA,X,X,X,NA,X,X,X,2008,7,2,2,2,
Gennady Kozovoy,Gennady Kozovoy,,Russia,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,
Gennady Timchenko,Gennady Timchenko,561,Russia,NA,X,NA,X,X,X,X,X,X,X,X,2008,9,1,1,1,
Georg Nemetschek,Georg Nemetschek,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Georg Schaeffler,Georg Schaeffler,562,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Georg Stumpf,Georg Stumpf,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Georg von Opel,Georg von Opel,,Germany,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,
George Argyros,George Argyros,336,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
George Bishop,George Bishop,291,United States,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
George Economou,George Economou,,Greece,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
George Hearst Jr,George Hearst Jr,,United States,X,X,X,X,X,X,NA,NA,NA,NA,NA,2007,6,1,0,0,
George Joseph,George Joseph,,United States,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,
George Kaiser,George Kaiser,63,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
George Lindemann & family,George Lindemann,212,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
George Lucas,George Lucas,103,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
George Marcus,George Marcus,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
George Mitchell,George Mitchell,,United States,X,X,X,X,X,X,X,NA,NA,NA,NA,2007,7,1,0,0,
George Roberts,George Roberts,117,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
George Soros,George Soros,20,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
George Steinbrenner III,George Steinbrenner III,,United States,NA,X,X,X,NA,NA,NA,NA,NA,NA,NA,2008,3,1,0,0,
George Ty & family,George Ty,563,Philippines,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Georgina Rinehart,Gina Rinehart,570,Australia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Georgy Krasnyansky,Georgy Krasnyansky,,Russia,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Gerald Cavendish Grosvenor,Gerald Cavendish Grosvenor,,United Kingdom,X,X,X,X,X,X,X,X,X,X,NA,2007,10,1,0,0,
Gerald Ford,Gerald Ford,328,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Gerald Harvey,Gerald Harvey,,Australia,X,X,NA,X,X,NA,X,NA,NA,NA,NA,2007,5,3,2,1,
Gerald J. Ford,Gerald J. Ford,,United States,X,NA,X,X,X,X,X,X,NA,NA,NA,2007,7,2,1,1,
Gerald Schwartz,Gerald Schwartz,,Canada,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Gerard Wertheimer,Gerard Wertheimer,564,France,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Gerd Brachmann,Gerd Brachmann,,Germany,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
German Khan,German Khan,565,Russia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
German Larrea Mota Velasco & family,German Larrea Mota Velasco,566,Mexico,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,
Gernot Langes-Swarovski,Gernot Langes-Swarovski,,Austria,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,
Gerry Harvey,Gerry Harvey,,Australia,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Gian Marco Moratti,Gian Marco Moratti,,Italy,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Giancarlo Franceso Civita,Giancarlo Franceso Civita,,Brazil,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,
Gianluigi & Rafaela Aponte,Gianluigi & Rafaela Aponte,567,Switzerland,X,X,NA,NA,NA,NA,NA,X,X,X,X,2007,6,1,1,5,
Gil Shwed,Gil Shwed,568,Israel,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Gilberto Benetton,Gilberto Benetton,569,Italy,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Gilles Martin,Gilles Martin,,France,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Giorgio Armani,Giorgio Armani,571,Italy,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Girish Tanti,Girish Tanti,,India,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Giuliana Benetton,Giuliana Benetton,572,Italy,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Giuseppe De'Longhi,Giuseppe De'Longhi,573,Italy,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Gjert Wilhelmsen,Gjert Wilhelmsen,,Norway,NA,NA,NA,NA,NA,NA,NA,NA,X,X,NA,2015,2,1,0,0,
Gleb Fetisov,Gleb Fetisov,,Russia,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,
Glen Taylor,Glen Taylor,,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Glenn Dubin,Glenn Dubin,359,United States,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,
God Nisanov,God Nisanov,574,Russia,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Goh Cheng Liang,Goh Cheng Liang,575,Singapore,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Goh Peng Ooi,Goh Peng Ooi,,Malaysia,NA,NA,NA,NA,NA,NA,NA,X,X,NA,NA,2014,2,1,0,0,
Gong Hongjia & family,Gong Hongjia,576,Hong Kong,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Gordon Getty,Gordon Getty,351,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Gordon Moore,Gordon Moore,72,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Gordon Wu,Gordon Wu,,Hong Kong,NA,X,NA,NA,NA,NA,X,X,X,NA,X,2008,5,2,2,4,
Gracias Saldanha,Gracias Saldanha,,India,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Graeme Hart,Graeme Hart,577,New Zealand,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Graham Kirkham,Graham Kirkham,,United Kingdom,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,
Graham Weston,Graham Weston,,United States,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,2013,1,1,0,0,
Grandhi Rao,Grandhi Rao,,India,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,
Gregorio Perez Companc,Gregorio Perez Companc,,Argentina,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Gu Wei,Gu Wei,,China,X,NA,NA,NA,X,NA,NA,X,X,X,X,2007,6,2,2,3,
Gu Yuhua,Gu Yuhua,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Guangchang Guo,Guo Guangchang,582,China,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,2012,1,1,0,0,
Gudrun Heine,Gudrun Heine,578,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Guenter Herz,Guenter Herz,579,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Guenther Fielmann,Guenther Fielmann,580,Germany,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,
Guenther Lehmann,Guenther Lehmann,581,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Guido Barilla,Guido Barilla,,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Guilherme Paulus,Guilherme Paulus,,Brazil,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,2013,1,1,0,0,
Guilherme Peirao Leal,Guilherme Peirao Leal,,Brazil,X,X,X,X,X,X,X,X,NA,NA,NA,2007,8,1,0,0,
Gunter Herz,Guenter Herz,579,Germany,X,X,X,X,X,X,X,NA,NA,NA,NA,2007,7,1,0,0,
Guo Guangchang,Guo Guangchang,582,China,X,X,X,X,X,NA,X,X,X,X,X,2007,10,1,1,1,
Guo Wengui,Guo Wengui,,China,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,
Gustaf Douglas,Gustaf Douglas,583,Sweden,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Gustav Magnar Witzoe,Gustav Magnar Witzoe,,Norway,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Gustavo Cisneros,Gustavo Cisneros,,Venezuela,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Gustavo Denegri,Gustavo Denegri,,Italy,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Guy Laliberte,Guy Laliberte,,Canada,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
GV Krishna Reddy,GV Krishna Reddy,,India,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Gwendolyn Sontheim Meyer,Gwendolyn Sontheim Meyer,142,United States,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,
H. Fisk Johnson,H. Fisk Johnson,176,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
"H. Ross Perot, Jr.","H. Ross Perot, Jr.",,United States,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
"H. Ross Perot, Sr.","H. Ross Perot, Sr.",159,United States,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
H. Wayne Huizenga,H. Wayne Huizenga,277,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Habil Khorakiwala,Habil Khorakiwala,,India,NA,X,NA,NA,NA,NA,X,NA,X,X,X,2008,5,2,2,4,
Haim Saban,Haim Saban,247,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Hajime Satomi,Hajime Satomi,,Japan,X,NA,NA,NA,X,X,NA,X,NA,NA,NA,2007,4,3,2,3,
Hal Jackman,Hal Jackman,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Hamad bin Jassim bin Jaber Al Thani,Hamad bin Jassim bin Jaber Al Thani,,Qatar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Hamdi Akin,Hamdi Akin,,Turkey,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Hamdi Ulukaya,Hamdi Ulukaya,,Turkey,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Hamilton James,Hamilton James,,United States,NA,X,NA,X,NA,NA,NA,X,X,X,X,2008,6,2,2,3,
Han Chang-Woo & family,Chang-Woo Han,467,Japan,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Han Junliang,Han Junliang,,China,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,
Han Tao,Han Tao,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Hank & Doug Meijer,Hank & Doug Meijer,74,United States,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,
Hanni Toosbuy Kasprzak,Hanni Toosbuy Kasprzak,584,Denmark,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Hans-Werner Hector,Hans-Werner Hector,,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Hans Georg Naeder,Hans Georg Naeder,585,Germany,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Hans Melchers,Hans Melchers,586,Netherlands,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,
Hans Peter Wild,Hans Peter Wild,587,Germany,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Hans Rausing,Hans Rausing,588,Sweden,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Hans Riegel,Hans Riegel,,Germany,X,X,X,X,X,X,X,NA,NA,NA,NA,2007,7,1,0,0,
Hans Strothoff,Hans Strothoff,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,2016,1,1,0,0,
Hansjorg Wyss,Hansjoerg Wyss,589,Switzerland,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,
Hanzade Dogan Boyner,Hanzade Dogan Boyner,,Turkey,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Harald Link,Harald Link,,Thailand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
Harindarpal Banga,Harindarpal Banga,,India,NA,NA,NA,NA,X,NA,NA,X,NA,NA,X,2011,3,2,2,2,
Harjo Sutanto,Harjo Sutanto,,Indonesia,NA,NA,NA,NA,NA,NA,X,X,X,NA,X,2013,4,1,1,1,
Harold Hamm,Harold Hamm,33,United States,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,
Harold Simmons,Harold Simmons,,United States,X,X,X,X,X,X,X,NA,NA,NA,NA,2007,7,1,0,0,
Harry Stine,Harry Stine,206,United States,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Harry Triguboff,Harry Triguboff,590,Australia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Harsh Goenka,Harsh Goenka,,India,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Harsh Mariwala,Harsh Mariwala,,India,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Hary Tanoesoedibjo,Hary Tanoesoedibjo,,Indonesia,NA,NA,NA,NA,NA,X,X,X,X,NA,X,2012,5,1,1,1,
Hasan Colakoglu,Hasan Colakoglu,,Turkey,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Hasib Sabbagh,Hasib Sabbagh,,Lebanon,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,
Hasmukh Chudgar,Hasmukh Chudgar,591,India,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Hasso Plattner,Hasso Plattner,592,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Hawken Xiu Li,Hawken Xiu Li,,United Kingdom,NA,NA,NA,X,X,X,NA,NA,NA,NA,NA,2010,3,1,0,0,
He Jinming,He Jinming,,China,NA,NA,NA,X,X,NA,NA,NA,NA,NA,NA,2010,2,1,0,0,
He Qiaonu,He Qiaonu,,China,NA,NA,NA,NA,X,X,X,X,NA,NA,X,2011,5,1,1,2,
He Simo,He Simo,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,
He Xiangjian,He Xiangjian,593,China,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,
He Xuechu,He Xuechu,,Hong Kong,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,2011,1,1,0,0,
He Yamin,He Yamin,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
He Zhiping,He Zhiping,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
He Zhusheng,He Zhusheng,,China,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,2010,1,1,0,0,
Hedda Brahm Droege,Hedda im Brahm Droege,594,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Heidi Horten,Heidi Horten,595,Austria,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Heikki Kyostila,Heikki Kyostila,596,Finland,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Heinrich Deichmann,Heinrich Deichmann,597,Germany,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,
Heinz-Georg Baus,Heinz-Georg Baus,,Germany,NA,NA,NA,NA,NA,NA,X,X,X,X,NA,2013,4,1,0,0,
Heinz-Horst Deichmann,Heinz-Horst Deichmann,,Germany,X,X,X,X,X,X,X,X,NA,NA,NA,2007,8,1,0,0,
Heinz Bauer,Heinz Bauer,,Germany,X,X,X,X,X,NA,NA,NA,NA,NA,NA,2007,5,1,0,0,
Heinz Hermann Thiele & family,Heinz Hermann Thiele,598,Germany,NA,NA,X,X,X,X,X,X,X,X,X,2009,9,0,0,0,
Helen Johnson-Leipold,Helen Johnson-Leipold,179,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Helen Walton,Helen Walton,,United States,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,
Helena Revoredo,Helena Revoredo,599,Spain,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,
Helmut Sohmen,Helmut Sohmen,,Austria,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,
Heloise Waislitz,Heloise Waislitz,,Australia,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Henadiy Boholyubov,Henadiy Boholyubov,,Ukraine,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Henri Beaufour,Henri Beaufour,,France,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,
Henrique Constantino,Henrique Constantino,,Brazil,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,1,1,0,0,
Henry Engelhardt,Henry Engelhardt,,United States,NA,NA,NA,NA,X,NA,NA,X,X,X,X,2011,5,1,1,2,
Henry Fong Yun Wah,Henry Fong Yun Wah,,Hong Kong,NA,NA,NA,NA,NA,X,X,X,NA,NA,NA,2012,3,1,0,0,
Henry Hillman,Henry Hillman,287,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Henry Kravis,Henry Kravis,116,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Henry Nicholas,"Henry Nicholas, III.",245,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Henry Ross Perot,Henry Ross Perot,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,
Henry Ross Perot Jr,Henry Ross Perot Jr,,United States,NA,NA,X,X,X,X,X,NA,NA,NA,NA,2009,5,1,0,0,
Henry Ross Perot Sr,Henry Ross Perot Sr,,United States,NA,NA,X,X,X,X,X,NA,NA,NA,NA,2009,5,1,0,0,
Henry Samueli,Henry Samueli,199,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Henry Swieca,Henry Swieca,,United States,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,
Henry Sy,Henry Sy,600,Philippines,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Herb Chambers,Herb Chambers,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,
Herbert Allen Jr,Herbert Allen Jr,,United States,X,X,NA,NA,X,X,X,X,X,X,X,2007,9,1,1,2,
Herbert Kohler & family,"Herbert Kohler, Jr.",61,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,
Herbert Louis,Herbert Louis,,United States,NA,NA,NA,NA,NA,NA,NA,X,X,NA,NA,2014,2,1,0,0,
