Name_updated,Name,Not Available,Citizenship,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,joining_year,no_of_times_on_list,no_of_times_left,no_of_comebacks,longest_time_away,Sector
Stefano Gabbana,Stefano Gabbana,,Italy,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Consumer
Stefano Pessina,Stefano Pessina,935,Italy,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,"Retail, Restaurant"
Stein Erik Hagen & family,Stein Erik Hagen,936,Norway,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,"Retail, Restaurant"
Stelios Haji-Ioannou,Stelios Haji-Ioannou,,Cyprus,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,"Retail, Restaurant"
Stephan Schmidheiny,Stephan Schmidheiny,937,Switzerland,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Money Management
Stephen Bechtel,"Stephen Bechtel, Jr.",229,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Constrution
Stephen Bisciotti,Stephen Bisciotti,169,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Other
Stephen Feinberg,Stephen Feinberg,,United States,NA,X,NA,NA,NA,NA,NA,NA,X,X,X,2008,4,1,1,6,#N/A
Stephen Jarislowsky,Stephen Jarislowsky,,Canada,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Money Management
Stephen Jennings,Stephen Jennings,,New Zealand,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,#N/A
Stephen Karp,Stephen Karp,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,#N/A
Stephen Lansdown,Stephen Lansdown,,Guernsey,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Money Management
Stephen Mandel,"Stephen Mandel, Jr.",288,United States,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,Hedge funds
Stephen Ross,Stephen Ross,70,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Real Estate
Stephen Rubin,Stephen Rubin,,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Stephen Saad,Stephen Saad,,South Africa,NA,NA,NA,NA,NA,NA,X,X,X,NA,X,2013,4,1,1,1,Technology-Medical
Stephen Schwarzman,Stephen Schwarzman,42,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Private equity/leveraged buyout
Steve Ballmer,Steve Ballmer,16,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Computer
Steve Case,Steve Case,,United States,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,Technology-Computer
Steve Cohen,Steve Cohen,35,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Hedge funds
Steve Jobs,Steve Jobs,,United States,X,X,X,X,X,NA,NA,NA,NA,NA,NA,2007,5,1,0,0,#N/A
Steve Wynn,Steve Wynn,318,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Real Estate
Steven Rales,Steven Rales,114,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Medical
Steven Roth,Steven Roth,,United States,X,X,NA,NA,X,NA,NA,NA,X,NA,X,2007,5,3,3,3,#N/A
Steven Spielberg,Steven Spielberg,190,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Media
Steven Udvar-Hazy,Steven Udvar-Hazy,191,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Other
Stewart and Lynda Resnick,Stewart and Lynda Resnick,160,United States,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,#N/A
Stewart Horejsi,Stewart Horejsi,,United States,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Consumer
Stewart Rahr,Stewart Rahr,345,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Medical
Su Suyu,Su Suyu,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Su Weizhong,Su Weizhong,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Suat Gunsel,Suat Gunsel,,Cyprus,X,X,NA,NA,X,X,X,X,X,X,X,2007,9,1,1,2,Real Estate
Subhash Chandra & family,Subhash Chandra,938,India,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Media
Subhash Runwal,Subhash Runwal,,India,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,#N/A
Sudhir & Samir Mehta,Sudhir & Samir Mehta,939,India,NA,NA,NA,X,X,NA,NA,NA,X,X,X,2010,5,1,1,3,#N/A
Sudhir Ruparelia,Sudhir Ruparelia,,Uganda,NA,NA,NA,NA,NA,NA,NA,X,X,NA,NA,2014,2,1,0,0,Real Estate
Sudthida Ratanarak,Sudthida Ratanarak,,Thailand,NA,NA,NA,NA,NA,NA,NA,NA,X,X,NA,2015,2,1,0,0,#N/A
Suh Kyung-Bae,Suh Kyung-Bae,940,South Korea,X,X,NA,NA,X,X,X,X,X,X,X,2007,9,1,1,2,Consumer
Suhail Bahwan,Suhail Bahwan,941,Oman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Suhon Lin,Suhon Lin,942,Taiwan,NA,X,NA,X,X,X,X,X,X,X,X,2008,9,1,1,1,Non-consumer industrial
Sukanto Tanoto,Sukanto Tanoto,,Indonesia,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,Diversified financial
Sulaiman Al Rajhi,Sulaiman Al Rajhi,,Saudi Arabia,X,X,X,X,X,X,X,X,X,NA,NA,2007,9,1,0,0,Money Management
Sulaiman Algosaibi,Sulaiman Algosaibi,,Saudi Arabia,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,1,0,0,#N/A
Suleiman Kerimov,Suleiman Kerimov,943,Russia,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Diversified financial
Sumet Jiaravanon,Sumet Jiaravanon,944,Thailand,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
"Summerfield Johnston, Jr.","Summerfield Johnston, Jr.",,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,NA,2015,2,1,0,0,#N/A
Sumner Redstone,Sumner Redstone,99,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Media
Sun Deliang,Sun Deliang,,China,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,#N/A
Sun Guangxin,Sun Guangxin,945,China,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,Diversified financial
Sun Hongbin,Sun Hongbin,,United States,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Real Estate
Sun Piaoyang,Sun Piaoyang,946,China,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Technology-Medical
Sun Pingfan,Sun Pingfan,,China,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,Consumer
Sun Qinghuan,Sun Qinghuan,,China,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Sun Shangchuan,Sun Shangchuan,,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,X,2015,2,1,1,1,#N/A
Sun Shoukuan,Sun Shoukuan,,China,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Sun Weijie,Sun Weijie,,China,NA,NA,NA,NA,NA,NA,X,X,X,NA,NA,2013,3,1,0,0,Non-consumer industrial
Sun Xishuang,Sun Xishuang,947,China,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Sun Yinhuan,Sun Yinhuan,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Suna Kirac,Suna Kirac,948,Turkey,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,Diversified financial
Sunil Mittal & family,Sunil Mittal,949,India,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Media
Sunil Vaswani,Sunil Vaswani,950,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Sunny Varkey,Sunny Varkey,,India,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Other
Surang Prempree,Surang Prempree,,Thailand,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,#N/A
Surendra Hiranandani,Surendra Hiranandani,,India,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Surin Upatkoon,Surin Upatkoon,,Thailand,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Media
Susan Alfond,Susan Alfond,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Susan Hirt Hagen,Susan Hirt Hagen,,United States,NA,NA,NA,NA,NA,NA,X,X,X,NA,NA,2013,3,1,0,0,Money Management
Susanne Klatten,Susanne Klatten,951,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Consumer
Susanne Veltins,Susanne Veltins,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,2016,1,1,0,0,#N/A
Susanne Zimmermann von Siefart <c2>,Susanne Zimmermann von Siefart <c2>,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Suzan Sabanci Dincer,Suzan Sabanci Dincer,,Turkey,NA,NA,NA,X,X,X,X,NA,X,NA,NA,2010,5,2,1,1,#N/A
Svein Stole,Svein Stole,952,Norway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Swift Xie,Swift Xie,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Sybill Storz,Sybill Storz,953,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Syed Mokhtar AlBukhary,Syed Mokhtar AlBukhary,,Malaysia,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,Diversified financial
Sylvia Stroher,Sylvia Stroher,,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Consumer
Sze Man Bok,Sze Man Bok,954,China,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Consumer
T Denny Sanford,T Denny Sanford,,United States,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,1,0,0,#N/A
T. Boone Pickens,T. Boone Pickens,,United States,X,X,X,X,X,X,X,NA,NA,NA,NA,2007,7,1,0,0,#N/A
T. Denny Sanford,T. Denny Sanford,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
T.S. Kalyanaraman,T.S. Kalyanaraman,,India,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Consumer
T.Y. Tsai,T.Y. Tsai,955,Taiwan,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,Money Management
Tadahiro Yoshida,Tadahiro Yoshida,,Japan,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,Consumer
Tadashi Yanai & family,Tadashi Yanai,956,Japan,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,"Retail, Restaurant"
Taha Mikati,Taha Mikati,957,Lebanon,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Media
Tahir,Tahir,958,Indonesia,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,#N/A
Taizo Son,Taizo Son,,Japan,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,2014,1,1,0,0,"Retail, Restaurant"
Takao Yasuda,Takao Yasuda,,Japan,NA,NA,NA,NA,X,NA,X,X,X,X,X,2011,6,1,1,1,"Retail, Restaurant"
Takemitsu Takizaki,Takemitsu Takizaki,959,Japan,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Computer
Tamara Gustavson,Tamara Gustavson,115,United States,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,"Retail, Restaurant"
Tamir Sapir,Tamir Sapir,,United States,X,X,X,X,NA,NA,NA,NA,NA,NA,NA,2007,4,1,0,0,#N/A
Tang Hsiang-chien,Tang Hsiang-chien,,Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,X,2015,2,1,1,1,#N/A
Tang Jianfang,Tang Jianfang,,China,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Tang Shing-bor,Tang Shing-bor,,Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Tang Xiuguo,Tang Xiuguo,,China,NA,NA,NA,NA,X,X,X,NA,NA,NA,NA,2011,3,1,0,0,#N/A
Tang Yiu & family,Tang Yiu,960,Hong Kong,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,"Retail, Restaurant"
Tatiana Casiraghi,Tatiana Casiraghi,961,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Ted Alfond,Ted Alfond,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Ted Forstmann,Ted Forstmann,,United States,NA,X,X,X,X,NA,NA,NA,NA,NA,NA,2008,4,1,0,0,#N/A
Ted Lerner,Ted Lerner,102,United States,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Real Estate
Ted Turner,Ted Turner,333,United States,X,X,X,NA,X,X,X,X,X,X,X,2007,10,1,1,1,Media
Teddy Sagi,Teddy Sagi,962,Israel,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,"Retail, Restaurant"
Teh Hong Piow,Teh Hong Piow,,Malaysia,X,X,X,X,X,X,X,X,X,X,NA,2007,10,1,0,0,Money Management
Terence (Terry) Matthews,Terence (Terry) Matthews,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Teresa F Heinz Kerry,Teresa F Heinz Kerry,,United States,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,#N/A
Teresa Matilde Solari Falabella,Teresa Matilde Solari Falabella,,Chile,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,2013,1,1,0,0,#N/A
Terrence Pegula,Terrence Pegula,148,United States,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Energy
Terry Gou,Terry Gou,963,Taiwan,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Computer
Terry Snow,Terry Snow,,Taiwan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Tetsuro Funai,Tetsuro Funai,,Japan,X,NA,NA,X,X,X,NA,NA,NA,NA,NA,2007,4,2,1,2,Technology-Computer
Thai Lee,Thai Lee,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Thaksin Shinawatra,Thaksin Shinawatra,,Thailand,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Real Estate
"Theo Albrecht, Jr. & family","Theo Albrecht, Jr.",964,Germany,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,"Retail, Restaurant"
Theo Mueller,Theo Mueller,965,Germany,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Consumer
Theodore Lerner,Theodore Lerner,,United States,X,X,X,X,NA,NA,NA,NA,NA,NA,NA,2007,4,1,0,0,#N/A
Theodore Rachmat,Theodore Rachmat,,Indonesia,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Diversified financial
Theodore Waitt,Theodore Waitt,,United States,X,X,X,NA,NA,NA,NA,NA,NA,NA,NA,2007,3,1,0,0,Technology-Computer
Thian Poh Chua,Thian Poh Chua,,Singapore,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,#N/A
Thomas & Raymond Kwok,Thomas & Raymond Kwok,966,Hong Kong,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,#N/A
Thomas Bailey,Thomas Bailey,,United States,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,Money Management
Thomas Barrack,Thomas Barrack,,United States,X,X,X,X,X,X,X,NA,NA,NA,NA,2007,7,1,0,0,#N/A
Thomas Bruch,Thomas Bruch,,Germany,NA,X,X,X,X,X,X,X,X,X,X,2008,10,0,0,0,"Retail, Restaurant"
Thomas Flatley,Thomas Flatley,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,Real Estate
Thomas Friedkin,Thomas Friedkin,,United States,X,X,X,X,X,X,X,NA,NA,NA,NA,2007,7,1,0,0,#N/A
Thomas Frist & family,"Thomas Frist, Jr.",52,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Medical
Thomas Hagen,Thomas Hagen,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Thomas Hicks,Thomas Hicks,,United States,NA,X,X,NA,NA,NA,NA,NA,NA,NA,NA,2008,2,1,0,0,#N/A
Thomas Hunter,Thomas Hunter,,United Kingdom,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,#N/A
Thomas James,Thomas James,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Thomas Kaplan,Thomas Kaplan,,United States,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Diversified financial
Thomas Lau,Thomas Lau,,Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Thomas Lee,Thomas Lee,341,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Private equity/leveraged buyout
Thomas Marsico,Thomas Marsico,,United States,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,1,1,0,0,#N/A
Thomas Meyer,Thomas Meyer,,Switzerland,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Consumer
Thomas Peterffy,Thomas Peterffy,32,United States,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,Money Management
Thomas Prinzhorn,Thomas Prinzhorn,,Austria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Thomas Pritzker,Thomas Pritzker,226,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Real Estate
Thomas Sandell,Thomas Sandell,,Sweden,NA,NA,X,X,X,X,X,X,X,X,X,2009,9,0,0,0,Hedge funds
Thomas Schmidheiny,Thomas Schmidheiny,967,Switzerland,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Constrution
Thomas Secunda,Thomas Secunda,323,United States,NA,NA,X,X,X,X,X,X,X,X,X,2009,9,0,0,0,Media
Thomas Siebel,Thomas Siebel,312,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Computer
Thomas Steyer,Thomas Steyer,,United States,NA,X,NA,NA,NA,X,X,X,X,X,X,2008,7,1,1,3,Hedge funds
Thomas Straumann,Thomas Straumann,,Switzerland,NA,X,NA,X,X,X,NA,X,X,X,X,2008,8,2,2,1,Consumer
Thomas Struengmann,Thomas Struengmann,968,Germany,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Technology-Medical
Thomas Tull,Thomas Tull,,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Thomas Wu,Thomas Wu,,Taiwan,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,X,2015,2,1,1,1,#N/A
Thongma Vijitpongpun,Thongma Vijitpongpun,,Thailand,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,Real Estate
Thor Bjorgolfsson,Thor Bjorgolfsson,,Iceland,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Tian Ming,Tian Ming,,China,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Non-consumer industrial
Tianfu Lin,Tianfu Lin,,Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,2016,1,1,0,0,#N/A
Tilman Fertitta,Tilman Fertitta,253,United States,NA,NA,NA,NA,NA,X,X,X,X,X,X,2012,6,0,0,0,"Retail, Restaurant"
Timothy Blixseth,Timothy Blixseth,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,#N/A
Timothy Boyle,Timothy Boyle,,United States,X,NA,NA,NA,NA,NA,NA,X,X,X,X,2007,5,1,1,6,Consumer
Timothy Headington,Timothy Headington,,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Energy
Timur Kulibaev,Timur Kulibaev,969,Kazakhstan,X,X,NA,X,X,NA,X,X,X,X,X,2007,9,2,2,1,Money Management
Tiong Hiew King,Tiong Hiew King,,Malaysia,X,X,NA,X,X,X,X,X,X,X,X,2007,10,1,1,1,Mining and metals
Todd Christopher,Todd Christopher,348,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Todd Wagner,Todd Wagner,,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Media
Toichi Takenaka,Toichi Takenaka,,Japan,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,Constrution
Tom & Judy Love,Tom & Judy Love,110,United States,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,#N/A
Tom Benson,Tom Benson,283,United States,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Other
Tom Golisano,Tom Golisano,241,United States,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Other
Tom Gores,Tom Gores,217,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Private equity/leveraged buyout
Tom Morris,Tom Morris,,United Kingdom,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Tom Persson,Tom Persson,970,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Tom Ward,Tom Ward,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,#N/A
Tong Jinquan,Tong Jinquan,971,China,NA,NA,NA,X,X,X,X,X,X,X,X,2010,8,0,0,0,Real Estate
Tony Chen,Tony Chen,972,Taiwan,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,X,2015,2,1,1,1,#N/A
Tony Tan Caktiong & family,Tony Tan Caktiong,973,Philippines,NA,NA,NA,NA,NA,NA,X,X,X,X,X,2013,5,0,0,0,"Retail, Restaurant"
Tor Peterson,Tor Peterson,,United States,NA,NA,NA,NA,NA,X,X,X,X,NA,X,2012,5,1,1,1,Mining and metals
Torbjorn Tornqvist,Torbjorn Tornqvist,974,Sweden,NA,NA,NA,NA,NA,NA,NA,X,X,X,X,2014,4,0,0,0,Energy
Torstein Hagen,Torstein Hagen,,Norway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,2017,1,0,0,0,#N/A
Torsten Toeller,Torsten Toeller,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Tory Burch,Tory Burch,,United States,NA,NA,NA,NA,NA,NA,X,X,X,NA,NA,2013,3,1,0,0,Consumer
Tracy Krohn,Tracy Krohn,,United States,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,#N/A
Traudl Engelhorn,Traudl Engelhorn,975,Germany,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Travis Kalanick,Travis Kalanick,81,United States,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Trevor Rees-Jones,Trevor Rees-Jones,104,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Energy
Trond Mohn,Trond Mohn,,Norway,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,#N/A
Tsai Cheng-da,Tsai Cheng-da,976,Taiwan,NA,NA,NA,X,X,NA,NA,X,X,X,X,2010,6,1,1,2,Money Management
Tsai Eng-Meng,Tsai Eng-Meng,977,Taiwan,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Consumer
Tsai Hong-tu,Tsai Hong-tu,978,Taiwan,X,X,NA,X,X,NA,NA,X,X,X,X,2007,8,2,2,2,Money Management
Tsai Ming-kai,Tsai Ming-kai,,Taiwan,NA,NA,NA,X,X,X,X,X,X,NA,X,2010,7,1,1,1,Technology-Computer
Tsai Wan-tsai,Tsai Wan-tsai,,Taiwan,X,X,X,X,X,X,X,X,NA,NA,NA,2007,8,1,0,0,Money Management
Tse Ping,Tse Ping,,China,NA,NA,NA,NA,NA,NA,NA,NA,X,X,X,2015,3,0,0,0,#N/A
Tseng Shin-yi,Tseng Shin-yi,,Taiwan,NA,NA,NA,NA,X,X,X,X,X,X,X,2011,7,0,0,0,Non-consumer industrial
Tu Jianhua,Tu Jianhua,,China,NA,NA,NA,NA,NA,NA,X,X,X,NA,NA,2013,3,1,0,0,Consumer
Tulsi Tanti,Tulsi Tanti,,India,X,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,2,1,0,0,#N/A
Tuncay Ozilhan,Tuncay Ozilhan,,Turkey,X,X,X,X,X,X,X,NA,NA,NA,NA,2007,7,1,0,0,#N/A
Tung Chee Chen,Tung Chee Chen,,Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Tung Chee Hwa,Tung Chee Hwa,,Hong Kong,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Turgay Ciner,Turgay Ciner,,Turkey,X,X,NA,X,X,X,X,NA,X,X,X,2007,9,2,2,1,#N/A
Ty Warner,Ty Warner,317,United States,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Consumer
Uday Kotak,Uday Kotak,979,India,X,X,X,X,X,X,X,X,X,X,X,2007,11,0,0,0,Money Management
Udo & Harald Tschira,Udo & Harald Tschira,980,Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Ural Rakhimov,Ural Rakhimov,,Russia,X,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,2007,2,2,1,2,#N/A
Urs Wietlisbach,Urs Wietlisbach,,Switzerland,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,X,2016,2,0,0,0,#N/A
Ursula Engelhorn,Ursula Engelhorn,,Germany,NA,NA,NA,NA,NA,NA,NA,NA,X,X,NA,2015,2,1,0,0,#N/A
V. Prem Watsa,V. Prem Watsa,,Canada,NA,NA,NA,NA,NA,NA,NA,NA,X,X,NA,2015,2,1,0,0,#N/A
V.G. Siddhartha,V.G. Siddhartha,,India,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,2015,1,1,0,0,#N/A
